0.03,-0.81,8.69,0.38,-0.82,10.23,0.08,-0.77,8.98,0.16,-0.80,9.53,0.24,-0.79,9.66,0.10,-0.79,9.04,0.11,-0.76,8.68,0.20,-0.80,9.94,0.14,-0.78,9.50,0.08,-0.78,8.99,0.17,-0.82,9.65,0.17,-0.80,9.49,0.11,-0.78,9.25,0.16,-0.79,9.44,0.16,-0.80,9.46,0.14,-0.79,9.37,0.17,-0.78,9.35,0.17,-0.81,9.48,0.12,-0.80,9.43,0.15,-0.79,9.32,0.15,-0.80,9.46,0.13,-0.80,9.42,0.16,-0.80,9.31,0.19,-0.81,9.49,0.14,-0.80,9.43,0.15,-0.82,9.31,0.18,-0.81,9.43,0.17,-0.82,9.42,0.15,-0.80,9.38,0.15,-0.78,9.44,0.11,-0.80,9.39,0.14,-0.80,9.43,0.15,-0.80,9.39,0.15,-0.81,9.42,0.16,-0.80,9.46,0.17,-0.79,9.38,0.16,-0.78,9.40,0.16,-0.79,9.42,0.17,-0.80,9.37,0.17,-0.79,9.42,0.16,-0.80,9.42,0.15,-0.79,9.38,0.14,-0.79,9.43,0.12,-0.78,9.41,0.13,-0.80,9.39,0.14,-0.79,9.42,0.14,-0.80,9.42,0.12,-0.81,9.38,0.13,-0.80,9.41,0.15,-0.80,9.40,Chair
0.18,-0.10,9.55,0.12,-0.10,9.41,0.12,-0.11,9.38,0.12,-0.09,9.44,0.11,-0.07,9.45,0.10,-0.07,9.43,0.09,-0.07,9.39,0.08,-0.09,9.31,0.10,-0.09,9.37,0.20,-0.08,9.59,0.22,-0.04,9.65,0.13,-0.10,9.37,0.12,-0.09,9.34,0.15,-0.06,9.43,0.15,-0.08,9.49,0.14,-0.08,9.43,0.13,-0.07,9.41,0.14,-0.07,9.39,0.16,-0.08,9.44,0.15,-0.08,9.46,0.15,-0.07,9.42,0.16,-0.08,9.42,0.16,-0.08,9.45,0.17,-0.08,9.44,0.16,-0.08,9.44,0.14,-0.07,9.41,0.15,-0.06,9.44,0.16,-0.08,9.42,0.14,-0.07,9.45,0.14,-0.09,9.44,0.15,-0.09,9.44,0.15,-0.09,9.42,0.15,-0.08,9.44,0.16,-0.09,9.23,0.18,-0.11,8.81,0.01,-0.08,10.45,0.19,-0.03,9.86,0.21,-0.09,8.79,0.09,-0.11,9.15,0.20,-0.01,9.35,0.19,-0.06,9.72,0.13,-0.13,9.43,0.14,-0.11,9.27,0.16,-0.10,9.39,0.19,-0.08,9.54,0.12,-0.08,9.50,0.14,-0.11,9.30,0.13,-0.12,9.30,0.12,-0.07,9.55,0.10,-0.06,9.69,Desk
0.18,-0.08,9.49,0.18,-0.07,9.46,0.17,-0.06,9.45,0.16,-0.05,9.43,0.15,-0.05,9.44,0.15,-0.07,9.44,0.13,-0.08,9.44,0.12,-0.08,9.42,0.10,-0.09,9.39,0.13,-0.09,9.40,0.12,-0.08,9.40,0.13,-0.08,9.41,0.19,-0.07,9.53,0.14,-0.06,9.41,0.15,-0.08,9.46,0.13,-0.07,9.41,0.16,-0.07,9.45,0.16,-0.07,9.45,0.12,-0.09,9.36,0.17,-0.08,9.44,0.12,-0.09,9.35,0.18,-0.08,9.48,0.16,-0.07,9.45,0.12,-0.09,9.34,0.19,-0.08,9.48,0.17,-0.08,9.45,0.11,-0.09,9.33,0.17,-0.09,9.50,0.17,-0.06,9.48,0.12,-0.08,9.35,0.18,-0.07,9.48,0.16,-0.09,9.43,0.12,-0.09,9.33,0.17,-0.08,9.50,0.18,-0.08,9.47,0.13,-0.08,9.34,0.16,-0.08,9.49,0.16,-0.07,9.47,0.12,-0.08,9.31,0.16,-0.08,9.47,0.18,-0.08,9.48,0.09,-0.07,9.32,0.18,-0.06,9.47,0.18,-0.08,9.47,0.11,-0.08,9.34,0.17,-0.08,9.47,0.16,-0.09,9.48,0.10,-0.10,9.35,0.14,-0.08,9.47,0.16,-0.09,9.51,Desk
0.15,-0.09,9.42,0.16,-0.09,9.42,0.15,-0.09,9.39,0.15,-0.08,9.43,0.14,-0.08,9.43,0.14,-0.09,9.41,0.14,-0.07,9.42,0.15,-0.06,9.43,0.14,-0.07,9.44,0.14,-0.08,9.34,0.19,-0.08,9.52,0.13,-0.08,9.42,0.13,-0.08,9.35,0.17,-0.08,9.48,0.12,-0.08,9.39,0.14,-0.08,9.38,0.18,-0.08,9.52,0.13,-0.06,9.41,0.12,-0.06,9.36,0.17,-0.09,9.50,0.14,-0.07,9.42,0.13,-0.09,9.50,0.16,-0.06,9.43,0.13,-0.07,9.32,0.20,-0.08,9.50,0.15,-0.05,9.46,0.10,-0.08,9.35,0.18,-0.09,9.52,0.15,-0.06,9.45,0.11,-0.08,9.31,0.18,-0.07,9.52,0.15,-0.06,9.44,0.10,-0.09,9.34,0.17,-0.08,9.52,0.14,-0.06,9.43,0.10,-0.08,9.33,0.19,-0.06,9.50,0.15,-0.07,9.46,0.10,-0.07,9.34,0.18,-0.09,9.52,0.15,-0.06,9.46,0.12,-0.07,9.30,0.18,-0.09,9.52,0.17,-0.08,9.48,0.10,-0.09,9.33,0.20,-0.08,9.52,0.18,-0.06,9.47,0.10,-0.09,9.30,0.19,-0.08,9.52,0.17,-0.07,9.47,Desk
0.16,-0.08,9.46,0.14,-0.09,9.44,0.15,-0.07,9.41,0.16,-0.09,9.43,0.14,-0.08,9.42,0.13,-0.06,9.42,0.13,-0.08,9.42,0.15,-0.07,9.47,0.16,-0.07,9.44,0.12,-0.08,9.38,0.18,-0.09,9.49,0.16,-0.06,9.44,0.11,-0.05,9.38,0.17,-0.09,9.50,0.13,-0.07,9.42,0.11,-0.07,9.36,0.17,-0.08,9.52,0.14,-0.04,9.42,0.14,-0.06,9.33,0.20,-0.07,9.52,0.15,-0.06,9.44,0.12,-0.08,9.33,0.19,-0.09,9.51,0.14,-0.07,9.44,0.12,-0.07,9.34,0.20,-0.07,9.51,0.16,-0.06,9.33,0.18,-0.08,9.52,0.14,-0.07,9.48,0.10,-0.07,9.33,0.16,-0.08,9.49,0.16,-0.06,9.48,0.11,-0.07,9.31,0.17,-0.08,9.49,0.17,-0.07,9.48,0.09,-0.08,9.30,0.17,-0.08,9.49,0.15,-0.08,9.49,0.11,-0.11,9.32,0.18,-0.09,9.47,0.15,-0.07,9.48,0.11,-0.08,9.34,0.18,-0.06,9.48,0.18,-0.06,9.48,0.11,-0.07,9.29,0.18,-0.08,9.46,0.18,-0.07,9.46,0.11,-0.08,9.32,0.16,-0.06,9.48,0.16,-0.09,9.47,Desk
0.15,-0.07,9.45,0.16,-0.06,9.45,0.14,-0.07,9.42,0.16,-0.08,9.43,0.16,-0.08,9.47,0.14,-0.08,9.40,0.15,-0.08,9.43,0.15,-0.07,9.46,0.14,-0.07,9.42,0.13,-0.09,9.39,0.17,-0.07,9.46,0.16,-0.07,9.46,0.10,-0.09,9.28,0.20,-0.08,9.51,0.17,-0.05,9.46,0.11,-0.09,9.30,0.20,-0.07,9.54,0.17,-0.06,9.46,0.10,-0.09,9.30,0.19,-0.09,9.52,0.16,-0.07,9.46,0.10,-0.08,9.32,0.17,-0.07,9.54,0.17,-0.07,9.45,0.10,-0.13,9.31,0.18,-0.09,9.49,0.17,-0.09,9.47,0.12,-0.08,9.36,0.17,-0.08,9.46,0.17,-0.08,9.34,0.17,-0.09,9.46,0.19,-0.07,9.52,0.11,-0.07,9.35,0.17,-0.05,9.45,0.17,-0.06,9.50,0.11,-0.07,9.35,0.16,-0.09,9.44,0.17,-0.08,9.48,0.09,-0.07,9.36,0.16,-0.08,9.46,0.15,-0.06,9.48,0.12,-0.08,9.35,0.18,-0.08,9.46,0.17,-0.07,9.50,0.10,-0.08,9.34,0.15,-0.06,9.45,0.20,-0.06,9.47,0.12,-0.06,9.32,0.17,-0.08,9.44,0.17,-0.08,9.51,Desk
0.16,-0.08,9.44,0.14,-0.08,9.42,0.16,-0.08,9.43,0.17,-0.07,9.41,0.15,-0.06,9.39,0.14,-0.08,9.42,0.19,-0.06,9.51,0.15,-0.08,9.39,0.12,-0.07,9.35,0.15,-0.07,9.46,0.17,-0.06,9.51,0.08,-0.08,9.33,0.15,-0.07,9.45,0.19,-0.06,9.52,0.11,-0.07,9.31,0.15,-0.07,9.45,0.18,-0.08,9.54,0.12,-0.06,9.35,0.16,-0.07,9.42,0.20,-0.06,9.50,0.13,-0.07,9.34,0.14,-0.08,9.41,0.18,-0.06,9.53,0.12,-0.06,9.34,0.13,-0.07,9.41,0.19,-0.08,9.54,0.13,-0.08,9.35,0.12,-0.06,9.38,0.19,-0.07,9.52,0.12,-0.08,9.39,0.12,-0.06,9.39,0.18,-0.08,9.53,0.11,-0.06,9.39,0.14,-0.06,9.38,0.18,-0.06,9.52,0.14,-0.07,9.40,0.14,-0.08,9.37,0.19,-0.08,9.52,0.12,-0.09,9.39,0.19,-0.08,9.55,0.13,-0.08,9.41,0.13,-0.09,9.37,0.18,-0.08,9.52,0.14,-0.07,9.39,0.11,-0.08,9.35,0.19,-0.08,9.53,0.15,-0.09,9.40,0.14,-0.09,9.37,0.19,-0.10,9.55,0.14,-0.07,9.40,Desk
0.14,-0.10,9.38,0.14,-0.10,9.42,0.13,-0.07,9.44,0.12,-0.06,9.41,0.14,-0.07,9.38,0.15,-0.09,9.41,0.15,-0.08,9.46,0.14,-0.07,9.41,0.13,-0.08,9.39,0.17,-0.09,9.49,0.12,-0.07,9.36,0.13,-0.08,9.39,0.21,-0.08,9.54,0.13,-0.07,9.37,0.12,-0.05,9.40,0.18,-0.06,9.53,0.13,-0.06,9.37,0.14,-0.05,9.37,0.18,-0.06,9.51,0.13,-0.08,9.38,0.13,-0.05,9.38,0.18,-0.09,9.53,0.13,-0.07,9.37,0.12,-0.09,9.36,0.18,-0.10,9.53,0.12,-0.09,9.39,0.13,-0.07,9.36,0.19,-0.08,9.50,0.14,-0.09,9.42,0.12,-0.06,9.38,0.17,-0.06,9.48,0.16,-0.07,9.43,0.13,-0.05,9.43,0.14,-0.07,9.38,0.17,-0.09,9.47,0.13,-0.07,9.45,0.11,-0.09,9.34,0.19,-0.07,9.51,0.14,-0.07,9.43,0.11,-0.06,9.31,0.20,-0.07,9.49,0.14,-0.07,9.36,0.18,-0.06,9.49,0.15,-0.06,9.44,0.11,-0.07,9.35,0.19,-0.07,9.48,0.16,-0.08,9.47,0.12,-0.08,9.36,0.18,-0.09,9.48,0.16,-0.07,9.48,Desk
0.17,-0.08,9.44,0.16,-0.07,9.44,0.16,-0.06,9.44,0.14,-0.08,9.42,0.15,-0.08,9.45,0.14,-0.07,9.44,0.13,-0.08,9.38,0.18,-0.09,9.48,0.13,-0.07,9.38,0.14,-0.09,9.39,0.18,-0.07,9.49,0.13,-0.06,9.38,0.15,-0.08,9.42,0.18,-0.07,9.49,0.13,-0.06,9.39,0.15,-0.07,9.37,0.17,-0.07,9.46,0.16,-0.08,9.52,0.09,-0.09,9.32,0.15,-0.07,9.45,0.17,-0.06,9.51,0.11,-0.07,9.34,0.17,-0.08,9.43,0.18,-0.07,9.49,0.11,-0.07,9.34,0.14,-0.09,9.42,0.17,-0.07,9.51,0.13,-0.06,9.37,0.15,-0.07,9.38,0.19,-0.08,9.50,0.14,-0.06,9.38,0.14,-0.08,9.39,0.20,-0.06,9.49,0.16,-0.09,9.45,0.12,-0.09,9.37,0.16,-0.08,9.42,0.19,-0.08,9.49,0.11,-0.06,9.36,0.14,-0.08,9.43,0.17,-0.08,9.50,0.13,-0.05,9.35,0.15,-0.06,9.41,0.19,-0.08,9.51,0.12,-0.09,9.40,0.14,-0.08,9.42,0.18,-0.07,9.50,0.13,-0.07,9.37,0.12,-0.09,9.37,0.18,-0.07,9.50,0.15,-0.08,9.43,Desk
0.18,-0.08,9.49,0.17,-0.08,9.48,0.15,-0.07,9.43,0.14,-0.08,9.40,0.17,-0.05,9.44,0.15,-0.03,9.45,0.13,-0.08,9.41,0.15,-0.08,9.39,0.17,-0.09,9.50,0.14,-0.07,9.46,0.12,-0.08,9.38,0.17,-0.07,9.44,0.17,-0.05,9.50,0.09,-0.07,9.27,0.17,-0.07,9.52,0.09,-0.07,9.33,0.19,-0.07,9.52,0.17,-0.05,9.53,0.09,-0.07,9.32,0.18,-0.07,9.44,0.18,-0.08,9.53,0.11,-0.07,9.35,0.17,-0.09,9.44,0.18,-0.07,9.48,0.13,-0.09,9.38,0.16,-0.10,9.43,0.18,-0.07,9.51,0.12,-0.07,9.38,0.15,-0.08,9.36,0.18,-0.07,9.50,0.16,-0.08,9.43,0.11,-0.08,9.39,0.14,-0.09,9.44,0.18,-0.07,9.51,0.12,-0.08,9.34,0.16,-0.10,9.41,0.18,-0.07,9.49,0.11,-0.09,9.35,0.14,-0.08,9.43,0.18,-0.07,9.50,0.13,-0.05,9.36,0.13,-0.08,9.40,0.19,-0.09,9.53,0.14,-0.08,9.40,0.14,-0.07,9.38,0.17,-0.06,9.48,0.17,-0.07,9.45,0.14,-0.07,9.36,0.14,-0.07,9.42,0.18,-0.06,9.51,Desk
0.15,-0.08,9.44,0.14,-0.07,9.45,0.14,-0.07,9.41,0.14,-0.08,9.44,0.15,-0.06,9.43,0.15,-0.06,9.42,0.15,-0.07,9.40,0.15,-0.08,9.42,0.18,-0.08,9.49,0.16,-0.08,9.43,0.12,-0.09,9.35,0.14,-0.08,9.42,0.16,-0.09,9.51,0.09,-0.07,9.32,0.18,-0.08,9.45,0.18,-0.07,9.51,0.10,-0.08,9.32,0.16,-0.07,9.45,0.18,-0.07,9.52,0.10,-0.07,9.35,0.17,-0.06,9.43,0.19,-0.06,9.50,0.11,-0.08,9.34,0.16,-0.08,9.41,0.19,-0.07,9.50,0.15,-0.07,9.38,0.15,-0.07,9.35,0.14,-0.07,9.40,0.12,-0.09,9.35,0.17,-0.07,9.44,0.17,-0.07,9.49,0.11,-0.07,9.37,0.14,-0.07,9.41,0.19,-0.08,9.51,0.14,-0.06,9.36,0.14,-0.06,9.42,0.18,-0.07,9.52,0.13,-0.08,9.41,0.13,-0.09,9.37,0.17,-0.07,9.49,0.14,-0.08,9.43,0.13,-0.08,9.39,0.15,-0.08,9.41,0.20,-0.07,9.52,0.11,-0.09,9.35,0.15,-0.08,9.42,0.18,-0.07,9.52,0.13,-0.08,9.35,0.13,-0.08,9.41,0.19,-0.06,9.53,Desk
