-1.23,4.14,9.04,-1.38,4.29,9.04,-0.92,4.44,8.89,-1.23,4.29,9.04,-1.69,4.14,9.19,-1.69,4.29,8.43,-1.69,3.98,9.04,-1.38,4.29,9.04,-1.53,4.44,9.04,-1.38,4.44,9.04,Viewing
-1.38,4.44,8.89,-1.07,4.29,8.73,-1.07,4.60,8.73,-1.23,4.44,9.04,-0.77,4.44,8.89,-0.92,4.44,8.89,-0.92,4.60,8.89,-6.13,11.80,10.73,-0.92,4.60,9.19,-1.38,4.75,9.19,Viewing
-1.38,4.75,9.19,-1.84,7.51,1.07,-0.92,4.44,8.73,-0.92,4.90,8.89,-1.07,4.44,8.73,-0.92,4.44,8.73,-1.07,4.29,8.73,-1.07,4.90,8.89,-0.31,4.14,8.43,-0.61,3.68,9.19,Viewing
-1.84,7.51,1.07,-0.92,4.44,8.73,-0.92,4.90,8.89,-1.07,4.44,8.73,-0.92,4.44,8.73,-1.07,4.29,8.73,-1.07,4.90,8.89,-0.31,4.14,8.43,-0.61,3.68,9.19,-0.77,4.75,9.65,Viewing
-0.92,4.14,9.04,-0.61,4.14,9.04,-0.92,4.44,9.04,-1.07,4.29,9.04,-0.77,4.29,8.73,-1.07,4.75,8.89,-0.92,4.60,9.19,-0.31,5.98,4.90,-0.77,4.29,9.19,0.92,3.83,8.89,Viewing
-0.92,4.44,9.04,-1.07,4.29,9.04,-0.77,4.29,8.73,-1.07,4.75,8.89,-0.92,4.60,9.19,-0.31,5.98,4.90,-0.77,4.29,9.19,0.92,3.83,8.89,-1.38,6.90,3.37,-1.07,4.29,9.04,Viewing
-1.07,4.44,8.89,-0.92,4.44,8.89,-0.92,4.29,8.89,-1.38,4.44,9.04,-0.92,4.44,9.19,-1.07,4.60,8.73,-0.77,4.75,8.73,-0.15,3.98,9.35,-1.23,4.29,9.04,-1.07,4.29,9.19,Viewing
-1.07,4.29,8.89,-1.23,4.60,9.04,-1.23,4.60,8.73,-1.07,4.29,9.04,-1.07,4.44,9.04,-1.23,4.29,8.89,-1.23,4.60,8.73,-1.23,4.60,8.89,0.61,2.15,8.73,-0.92,3.83,9.19,Viewing
-1.07,4.75,8.73,-1.07,4.44,8.89,-0.92,4.75,8.73,-1.07,4.60,8.58,-1.07,4.44,8.89,-1.23,4.75,9.04,-1.23,4.44,8.89,-0.92,4.44,9.04,-0.92,4.60,9.50,-0.31,4.44,8.73,Viewing
-0.92,4.44,8.58,-0.92,4.44,8.89,-1.07,4.60,8.89,-1.23,4.75,8.89,-1.38,4.60,9.04,-1.23,4.60,8.58,-1.07,4.44,8.73,-1.07,4.60,8.73,-0.92,4.44,8.73,-1.23,4.75,8.89,Viewing
-1.07,4.75,8.58,-0.92,4.75,8.73,-0.77,4.75,8.73,-1.38,4.60,8.89,-1.07,4.90,8.73,-1.23,4.44,9.04,-1.53,5.52,8.43,-0.77,4.44,9.04,-1.23,4.75,8.58,-1.38,4.75,8.73,Viewing
-1.07,4.75,8.73,-0.92,4.60,8.73,-1.07,4.60,8.43,-1.23,4.75,8.58,-1.07,4.90,8.89,-1.23,4.75,8.73,-0.92,4.14,8.89,-1.23,4.29,9.19,-0.92,4.75,8.73,-1.07,4.90,8.89,Viewing
-0.77,5.21,8.27,-1.99,6.13,1.38,-0.92,4.90,8.73,-1.23,4.75,8.73,-0.92,4.60,8.73,-1.07,5.06,8.89,-0.92,4.90,8.58,-1.07,4.90,8.58,-1.38,4.60,8.27,-2.15,5.06,8.89,Viewing
-0.92,4.90,8.73,-1.23,4.75,8.73,-0.92,4.60,8.73,-1.07,5.06,8.89,-0.92,4.90,8.58,-1.07,4.90,8.58,-1.38,4.60,8.27,-2.15,5.06,8.89,-0.92,4.90,8.89,-0.77,3.37,10.11,Viewing
-1.23,4.75,8.73,-0.92,4.60,8.73,-1.07,5.06,8.89,-0.92,4.90,8.58,-1.07,4.90,8.58,-1.38,4.60,8.27,-2.15,5.06,8.89,-0.92,4.90,8.89,-0.77,3.37,10.11,-1.23,4.75,8.73,Viewing
-0.92,4.60,8.73,-0.77,4.90,8.73,-1.07,4.75,8.73,-1.07,4.75,8.73,-1.23,4.60,8.58,-1.23,4.90,8.73,-0.77,5.06,9.04,-0.61,4.29,8.12,-0.31,4.29,9.04,-1.07,4.90,8.43,Viewing
-0.61,3.37,10.11,0.15,3.52,8.58,-0.15,3.83,7.97,0.15,4.60,9.19,-0.46,3.68,8.89,-0.46,4.14,9.35,-0.61,4.29,8.89,0.61,3.37,8.89,-1.07,4.14,9.04,-0.46,4.44,8.89,Viewing
-0.92,6.74,7.20,-1.23,6.59,7.35,-0.92,6.28,7.20,-0.61,6.28,7.35,-1.23,6.74,7.66,-0.92,6.28,7.35,-0.92,6.59,7.51,-3.98,11.49,7.51,-0.92,6.90,7.66,-1.07,6.90,7.66,Viewing
-1.07,5.21,8.27,-1.23,5.36,7.97,-1.23,5.06,7.97,-1.07,5.36,8.27,-1.38,4.90,8.43,-1.07,5.67,8.27,-0.92,5.21,8.43,-1.38,4.90,8.73,-3.83,6.74,9.19,-1.69,5.21,8.43,Viewing
-1.07,4.90,8.73,-1.23,4.90,8.12,-1.38,4.44,9.19,-1.53,4.90,9.04,-1.23,5.21,8.27,-1.23,5.21,8.43,-1.07,5.06,8.58,-1.07,5.21,8.12,-0.92,5.06,8.12,-1.23,5.06,8.58,Viewing
0.15,3.37,9.04,-0.77,1.69,9.50,-0.46,2.60,9.65,-0.77,2.45,9.65,-0.77,1.99,9.65,-0.77,2.15,9.81,-1.07,2.15,9.96,-0.77,2.15,9.96,-0.92,1.99,10.11,-1.38,1.69,9.35,Viewing
-0.15,7.20,7.35,-0.15,7.35,6.59,0.31,6.28,5.67,-0.31,7.51,7.05,-0.31,6.90,6.44,0.00,7.35,6.28,-0.31,7.51,6.74,4.29,8.27,5.82,-0.15,8.12,6.59,-0.61,7.35,6.59,Viewing
0.15,7.35,6.59,0.00,7.35,6.59,0.00,7.20,6.28,-0.15,7.05,6.44,0.00,7.20,6.59,0.00,7.35,6.44,-0.15,6.90,6.59,0.00,7.05,6.59,-0.15,6.90,6.44,-0.15,6.74,6.90,Viewing
-0.31,7.20,6.28,0.00,4.90,8.73,-0.15,7.51,6.74,-0.15,7.05,6.74,-0.31,7.05,6.90,-0.15,7.51,6.74,0.00,7.05,6.74,0.00,7.20,6.74,-0.15,7.05,6.74,-0.15,7.05,7.05,Viewing
-0.77,4.60,9.04,-0.77,3.52,9.50,-1.07,4.29,9.81,-1.07,3.98,9.35,-1.07,3.68,9.19,-1.23,3.83,9.04,-1.07,3.98,8.89,-0.92,2.91,9.04,-1.53,4.14,9.35,-1.07,3.68,9.19,Viewing
-1.23,3.68,9.35,-1.53,4.14,8.73,-1.99,3.98,9.35,-1.07,5.06,9.04,-0.92,4.44,8.58,-0.77,4.14,8.73,-0.77,4.44,9.04,-0.92,4.44,8.73,-0.61,5.21,8.73,-1.07,3.68,8.12,Viewing
-0.15,2.15,10.11,-1.38,3.22,9.81,-1.84,3.98,9.65,-1.23,2.91,9.19,-0.77,3.37,9.35,-0.77,2.76,9.50,-0.61,3.22,9.65,-1.84,2.30,10.88,-0.61,4.14,9.35,-0.61,3.22,9.65,Viewing
-1.07,3.52,9.50,-0.92,3.06,9.19,-1.07,3.68,9.35,-0.92,3.22,9.35,-0.92,3.98,9.04,-1.23,3.06,9.19,-1.69,3.52,9.65,-1.07,3.22,9.19,-1.07,3.22,9.65,-0.92,3.06,9.50,Viewing
-1.07,3.68,9.35,-0.92,3.22,9.35,-0.92,3.98,9.04,-1.23,3.06,9.19,-1.69,3.52,9.65,-1.07,3.22,9.19,-1.07,3.22,9.65,-0.92,3.06,9.50,-0.92,3.68,9.50,-0.77,1.99,10.57,Viewing
-0.77,3.52,10.42,-0.77,3.83,10.27,-0.92,4.75,9.81,-0.46,5.52,8.89,-0.15,5.21,7.05,0.00,5.67,6.13,-0.77,6.44,6.90,-0.77,6.90,7.20,-0.31,7.20,6.90,-0.92,6.59,7.35,Viewing
-0.46,5.06,7.20,-0.77,6.28,9.19,-1.23,5.52,9.35,-0.77,4.90,8.89,-1.23,5.36,9.35,-1.23,4.44,8.58,-1.23,4.60,8.73,1.38,3.06,8.43,0.46,3.68,8.73,-1.07,4.44,8.58,Viewing
-0.77,6.44,7.81,-0.15,5.82,6.44,-0.31,6.90,6.28,-0.61,7.51,6.13,-1.23,7.35,6.44,-0.61,7.35,6.13,-0.77,7.66,6.44,-0.46,7.20,6.74,-0.46,7.35,6.44,-0.77,6.74,6.59,Viewing
-1.38,6.44,6.90,-1.07,7.20,8.12,-0.92,6.74,7.66,-1.38,6.13,7.66,-1.38,6.44,7.81,-0.92,5.36,7.81,0.00,5.52,8.12,-1.23,5.82,7.81,-1.23,5.98,7.97,-1.38,5.82,7.97,Viewing
-1.23,5.98,7.97,-1.38,5.82,7.97,-1.23,5.67,8.12,-1.38,4.60,7.97,-1.07,5.82,7.66,-1.23,5.67,8.12,-1.07,5.82,7.66,-1.07,5.82,8.12,-1.07,5.82,7.81,-1.69,5.67,8.12,Viewing
-1.07,4.75,7.97,-1.99,5.21,8.43,-1.53,5.06,8.73,-0.92,5.36,8.89,-1.38,5.36,9.04,-1.53,4.44,9.35,-1.23,3.98,9.19,-1.38,3.98,9.19,-0.77,3.98,9.04,-2.30,4.44,9.65,Viewing
-0.92,5.82,9.35,-0.77,5.98,8.27,-0.46,6.59,6.90,0.15,6.59,4.75,-0.31,7.20,4.14,-0.31,7.66,4.29,-0.46,8.58,4.75,-0.31,8.58,5.06,-0.15,8.43,4.75,0.77,8.27,5.06,Viewing
-1.53,5.21,10.11,-2.15,4.14,9.96,-1.38,3.83,8.89,-0.92,4.44,8.73,-1.38,3.52,9.35,-1.07,3.68,9.35,-7.66,9.65,10.73,-1.38,3.37,9.81,-1.07,3.22,9.35,-1.07,3.37,9.04,Viewing
